co2_per_km,fuel_consumption_rate,emission_zone_flag,carbon_intensity_score,idle_time_estimate,cold_start_penalty,ev_range_sufficiency,charging_stop_overhead,fleet_ev_flag,elevation_gain_index,eco_driving_score,green_route_deviation,hour_sin,hour_cos,dow_sin,dow_cos,peak_traffic_flag,historical_avg_speed,congestion_index,holiday_event_flag,dwell_time_per_stop,time_window_tightness,schedule_adherence_lag,haversine_distance,road_network_distance,detour_ratio,stop_cluster_id,centroid_deviation,route_compactness,backtracking_index,nearest_stop_distance,turn_complexity_score,num_stops,load_factor,vehicle_type,euro_standard,payload_weight,vehicle_age,driver_fatigue_index,eco_driving_compliance,driver_experience_tier,break_schedule_compliance,restricted_zone_flag,noise_curfew_flag,regulatory_speed_limit,carbon_reporting_weight,weather_severity_index,temperature,wind_resistance_factor,total_route_duration,shortest_path_km
92.5228366195664,40.45675365494348,0,2.2777365404966923,5.557154714230056,0.0,-1,0.0,0,25.979874287338465,80.05183081328373,3.8840248319351836,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0,62.285484379258534,0.19335206867825894,0,15.707998676630952,37.62724240130947,2.8091684059072626,17.433443907292197,26.53733925342949,1.5222086579421776,7,3.0437364121988413,0.37955501373187706,0.07427567367141545,0.04270930319769751,1,4,1.0,Hybrid,5,2422.2249297765316,13,0.17303744841149107,0.8898890111606094,1,1,1,0,70,60.44506730509356,0.24894340440910495,15.837529544449694,0.4962782140689066,114.62586393881828,25.112331875378604
281.6129954266269,118.24164197178041,1,3.487468347806042,2.478299828138146,0.0,-1,0.0,0,169.67223850401936,93.3666378295748,0.12994894922293362,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0,22.005390279075346,0.3402749137031988,0,3.618436034719182,18.41041949917293,-17.05644706395461,2.1340047807810203,3.2943019907908395,1.5437181867911112,0,2.5571054665895128,0.2013314655563677,0.011027248379459067,0.24565180108749315,5,10,0.6951034087204925,HGV,6,3475.5170436024623,6,0.29485811382550203,0.8034466797224102,3,1,0,0,30,11.488773920997485,0.06299600320145575,14.040479448427025,0.8338545024423464,46.63464161734154,3.3469602607438036
166.4412376785011,72.77848795827995,1,6.845575585465674,4.198628923737519,0.0,-1,0.0,0,62.378857995845635,77.56946012234582,1.8739756949769952,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0,48.09141870358737,0.2653572435334694,0,4.479628000330468,21.08174826237913,16.897871173643686,51.705955079824164,84.58504065250496,1.6358858572851374,4,2.2581343072831985,0.6510539376170633,0.15563839216986644,1.8433206501944552,4,3,1.0,Diesel_Van,5,1414.981533128658,9,0.5247144644243725,0.5812139744548873,1,1,0,0,70,579.0332891864095,0.24067217663733545,9.87540851563325,0.9241539071325053,128.24696585845498,84.9229070464626
160.8198881382472,70.3204834064579,1,6.770557718262402,0.2848622148302886,0.0,-1,0.0,0,189.27402131900413,69.1376670994246,0.4193387327032844,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,1,23.34950496790333,0.5407497604270528,0,6.508864080593932,175.04412681157854,-15.64322696817801,8.575059917330062,10.985350864992602,1.2810815283974144,3,6.674914703059429,0.7742325673571531,0.363017058672981,0.25525201595891545,3,12,1.0,Diesel_Van,6,2204.7272939150107,14,0.25245940564890934,0.6176620445451625,1,0,1,0,100,74.37695208679621,0.1861850995032728,6.782336112701682,0.19077802216119888,132.59015440701293,11.312134498832105
0.0,0.0,0,0.0,0.3019315210517549,0.0,1,0.0,1,3.2797452799329214,94.52820680581951,0.19222828923216304,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,1,22.95766881400894,0.9216137377972766,0,5.1166503265803565,156.30634616656658,37.432160798180576,1.5722459410870004,2.304084623733188,1.46547341196519,10,2.492337909442593,0.8046821253613052,0.32905513142773296,1.1253962859584168,6,6,1.0,EV,6,3372.2670011574755,9,0.1403162497598467,0.7095188850753156,3,1,0,1,30,0.0,0.3593570448297084,9.570270234243848,0.31909130497235727,60.328274421637474,2.386534432290145
0.0,0.0,0,0.0,0.7979174293841793,0.0,1,0.0,1,40.53550060767866,77.4333892636995,0.8769216693571215,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0,34.20207381542164,0.15576045024261476,0,4.688364166771405,68.81900504870555,-7.15010522210229,0.517618593125871,0.7432391879107769,1.4358819365865418,3,0.8788876135895445,0.8375488266464187,0.10497644449338359,0.47987838371384983,4,8,1.0,EV,6,2918.7956549417195,5,0.4352840966666231,0.6532729410332452,3,1,0,0,50,0.0,0.05763721875090237,15.007372105760359,0.9865062889415152,46.50548860375765,1.0
6.723893376113824,2.9401054686429267,0,0.31552679344062246,6.879140527161272,0.18006114165254855,1,0.0,1,236.22151407416456,81.1226699111495,2.1987934403538154,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0,52.52437398634598,0.4354084020439549,1,5.133793499522645,229.66711415914997,-7.2948592452886665,14.302189542291273,24.692636914747407,1.7264934744244438,1,0.46310389037659133,0.5600581011435096,0.09529074555269706,0.301397968532078,5,20,1.0,EV,6,1649.2551703942659,1,0.15413689020111893,0.5228911535987008,2,1,1,0,30,7.791188547303794,0.08840858754587942,2.948622431317613,0.9698059400308323,147.57284391997246,23.680254821222228
281.66655817359845,115.4329703137959,1,7.351574253408968,15.944139020499222,0.0,-1,0.0,0,22.9772510608155,83.04208250289201,0.2580612328592999,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0,64.34841443900486,0.4287175384269344,0,11.039197314440859,53.11208848038467,17.292596324619858,3.331283171691246,3.8446511962773315,1.1541051895403582,8,2.5202944208644382,0.7894474773524135,0.25378469586679697,0.0904315318156362,1,11,0.5188677442773444,HGV,6,2594.3387213867218,0,0.16481391120896544,0.16098353779618316,1,1,0,0,100,28.26423874789042,0.10619140527447862,21.42208041778749,0.4708124289696002,145.81037569403048,1.7528628799736317
171.8098990530567,69.34510376034616,0,6.551035877756101,2.4112550444795273,0.12048775131867522,-1,0.0,0,227.14786457370917,52.691159110874786,1.2913722710731277,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,1,20.41766881649777,0.7405136619096653,0,3.069191153642912,203.70286802585292,-0.7343211172957655,28.83590931017643,37.646184020269295,1.3055313642210564,11,0.04720033549695861,0.4932144746583761,0.11252816623629003,0.6261833340966323,3,19,0.41005490738692324,Diesel_Van,5,492.0658888643079,2,0.36489253901028074,0.7097087749582245,1,0,1,0,70,246.62150217739259,0.40605026844729897,21.85045618071218,0.09770091380752433,196.69021570613606,36.38355903623599
164.03274563037172,71.72534504750094,1,5.409099139178234,0.2762332691075749,0.0,-1,0.0,0,246.15965737250264,95.92981450742127,1.0421126103976561,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,19.899971572799195,0.20276270799942037,0,5.728613690861497,156.36676368891207,-5.222463033592392,2.811411308614777,3.7424099610637254,1.3311499280081025,3,6.532249892729885,0.18729220565608956,0.38462361248336,0.6699178092184584,3,15,1.0,Diesel_Van,3,1816.7583013501073,8,0.4610117582507682,0.6414460905828798,2,1,0,0,120,20.243066498841845,0.3221894169508801,22.858708836063062,0.2355766662244576,116.46183328749748,5.258196041065604
0.0,0.0,0,0.0,9.865211167223915,0.09983986739450619,1,0.0,1,171.06219481159417,82.0242970633758,1.1153252382032923,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,1,10.134731311542549,0.6661986818909771,1,17.325553899746783,43.31901380344529,45.33768085711702,19.02445753612103,23.65412857136997,1.243353642355308,7,0.025817535595295742,0.29624448233371875,0.3428144551527803,0.7165423435612494,4,18,1.0,EV,6,1012.757956270781,9,0.3969660726720562,0.7145721786553472,2,1,0,0,70,0.0,0.18939506589257465,9.719057362391084,0.8672300155814142,489.2315113645469,24.798638109925424
272.03935862279366,105.3175491717085,0,1.5872414742740273,15.467629811652856,0.25684785155485357,-1,0.0,0,66.34815686872679,77.77645740567063,5.7440845539241785,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,32.47985059586411,0.36457705158841974,0,8.459617844012648,56.03257255596339,8.166726894418693,7.018945386149939,8.068714842907951,1.1495622773799408,0,1.043751358468547,0.7520410971005369,0.41836502604763126,2.284606217258904,4,9,0.12120294464835114,HGV,3,606.0147232417557,12,0.19388310436791928,0.9625234987525397,3,1,0,0,100,12.806998842753943,0.14647910231238548,11.639139993553613,0.6205474557958817,103.76395287096271,6.309704668067939
161.02917390523237,70.41199619430313,0,5.3431371950825435,1.1896038028125624,0.0,-1,0.0,0,83.28925635274925,60.68381856968723,0.8585831390822386,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,1,28.100285291360493,0.7242117975033953,0,4.518022386012678,201.34815666123578,3.836572157511262,12.250571522427073,16.985620737755177,1.3865165969326139,11,5.686894973711677,0.16239937679837108,0.24745613783272222,2.6335750606204384,8,11,1.0,Diesel_Van,6,1520.6691265781453,4,0.20338778199247085,0.663855820105249,2,1,0,0,100,90.75650194546508,0.3104501778209786,22.077231446597008,0.16643826858066402,112.77470200991102,18.736708120244995
0.0,0.0,0,0.0,3.898796132600832,0.0,1,0.0,1,162.98231953578775,56.527318646217886,9.565941839118697,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,1,24.40038200893958,0.6770813346721084,0,7.8931946990064645,36.55701520195973,9.979535109819842,0.40314020017148966,0.481314497730044,1.1939134264588354,0,1.2480449178297666,0.5943501468056949,0.6302031896360344,0.6715895642351865,3,8,0.6275002659949622,EV,6,502.0002127959698,4,0.0950318666226417,0.4462887217328411,1,1,1,0,50,0.0,0.24575863768314937,25.248367266236315,0.3194912529333608,89.99070435861748,1.0
16.73441885622985,7.317331439035867,0,0.6510881663425933,1.3828060436744798,0.0,1,0.0,1,119.65199032191043,53.213317907073666,1.5460748586713304,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0,34.033968221601775,0.46944964033636444,1,11.10462239596736,211.38262805969498,9.997689070657232,0.017082734382955107,0.026582822369428688,1.5561222093315825,7,0.5857358120539099,0.7338921486750312,0.2479377073048453,1.1301607458379208,8,17,1.0,EV,6,2461.498623201975,14,0.22211833675234607,0.8937197059772787,1,1,0,0,100,0.017307761072722194,0.4234956695343844,18.61554549803602,0.7801202735417556,210.1076823814815,1.0
4.417467363775573,1.9315921932858966,0,0.20849497322738492,0.8995951542334183,0.14795019273116544,0,23.188441908909187,1,79.56047621556326,67.38502270302848,3.6964169321148472,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0,45.14328549985309,0.22264888112935377,0,16.204278337010116,89.46421332816915,-0.8486224033438035,16.438652824910776,23.27899899487268,1.416113549134403,11,0.35910009890125005,0.4532908207470679,0.07768778141065011,0.04019923993193345,6,6,1.0,EV,6,1624.0281519840075,9,0.29175144596296415,0.7539595038057423,1,1,0,0,120,4.8535542721963,0.08884184484483117,18.27206121857799,0.48468919348801065,167.3386232717253,20.285304767115885
92.27034597048872,40.34634899850267,0,3.907334315782666,8.356824164244557,0.10876835264102132,-1,0.0,0,322.5519939564871,63.52484714721278,0.8580745280845612,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,50.50478070150679,0.12570679895863443,0,4.892806886512821,183.61323674938893,-25.48151259761711,4.162379742940336,6.5798787424808625,1.580797320004442,8,2.7206761619870736,0.22079479546374894,0.22887351632469705,1.020224176898577,1,11,1.0,Hybrid,5,1882.44898234809,9,0.18240981639304915,0.46228938865698177,1,1,0,0,100,25.70978600418437,0.11143839444179451,19.191582412227866,0.7702001718598301,78.1265688605016,8.489073791831238
144.1939605919083,58.630175789447975,1,3.590138088472528,27.4211053111085,0.0,-1,0.0,0,92.58664019056071,40.674597770897066,0.17716810871062322,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,0,37.57019077325238,0.33245252714561335,0,3.501121762369882,147.2083480732607,9.5168328675892,7.393547662680984,12.254059950078238,1.6573991957786038,1,0.4369971052229926,0.8306468954168726,0.4346473762183604,5.188093479001113,6,20,0.46249749033761806,Diesel_Van,5,554.9969884051417,3,0.3243741580439552,0.3896556003845932,1,1,0,1,100,43.99376736520165,0.04585464774484195,25.778234890953193,0.9594162042002733,118.17124895817334,14.286938568863045
92.44565160355256,38.65809280067226,0,2.939875261392132,9.069745848406402,0.0,-1,0.0,0,296.66779434248326,51.6612212751051,0.17635934904075148,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0,52.958752979290836,0.1555794149787336,0,5.4117281827156285,29.26246646243591,13.873877519514222,21.87780673328056,36.45509664206066,1.6663049037088848,11,1.6608344361241514,0.6676711518083751,0.10385196583363573,3.273389345683146,6,18,0.6652652884656951,Hybrid,5,532.212230772556,3,0.1350339327938004,0.7244088879274326,1,1,1,1,30,107.17343676965352,0.43506589062521267,18.867620841010584,0.9411546104818193,166.0853410491873,34.76709266288197
102.31498911027748,44.738493337193574,0,1.6100046795550829,33.499399800865554,0.0,-1,0.0,0,4.728082986478991,77.02972584902587,1.7073328715092977,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1,31.74613888290506,0.5127255953949951,1,2.3261523970132414,70.13726283128864,28.39619360327082,33.926429698410374,51.2865787289502,1.5116998512623694,9,0.9079596988880194,0.5982241867758783,0.12496706984552215,0.11251805393537864,2,20,1.0,Hybrid,5,2062.783251647428,6,0.31896751056135586,0.5567175467150257,2,1,1,0,50,82.57163175198,0.1977207381116837,25.77181250807063,0.39308298696721455,210.061089391474,50.351305730022474
